Nombre del producto,Descripcion,Categoria,Precio de lista,Precio con descuento,Link del producto,Stock,Sku (codigo de referencia)
NARANJA P/JUGO X 1KG,NARANJA P/JUGO X 1KG,/Frutas y Verduras/Frutas/Frutas sueltas/,129.0,129.0,https://www.hiperlibertad.com.ar/naranja-p-jugo-x-1kg/p,1091,464574
PIMIENTO ROJO X 500G,PIMIENTO ROJO X 500G,/Frutas y Verduras/Verduras/Verduras sueltas/,299.0,299.0,https://www.hiperlibertad.com.ar/pimiento-rojo-x-500g/p,344,464549
TOMATE PERITA X 500G,TOMATE PERITA X 500G,/Frutas y Verduras/Verduras/Verduras sueltas/,149.0,149.0,https://www.hiperlibertad.com.ar/tomate-perita-x-500g/p,212,464473
YERBA mañanita 1 KG YERBA mañanitas 1 KG,YERBA mañanita 1 KG,/Almacén/Desayuno y Merienda/Yerbas/,759.49,549.0,https://www.hiperlibertad.com.ar/yerba-mananita-1-kg/p,884,464223
CALABACIN (ANQUITO) X 700G,Calabacin Anquito Fraccionado x 700Gr (1/2 calabacín),/Frutas y Verduras/Verduras/Verduras sueltas/,79.0,79.0,https://www.hiperlibertad.com.ar/calabacin-anquito-fraccionado-x-700gr-1-2-calabacin/p,936,462871
Leche En Polvo Manfrey Descremada,Leche En Polvo Manfrey Descremada,/Almacén/Desayuno y Merienda/Leches en polvo/,369.29,369.29,https://www.hiperlibertad.com.ar/leche-en-polvo-manfrey-descremada/p,34,462007
DURAZNOS  EN MITADES MOLINO Rrojo,DURAZNOS  EN MITADES MOLINO Rrojo,/Almacén/Conservas/Conservas de frutas/,379.99,319.0,https://www.hiperlibertad.com.ar/duraznos-en-mitades-molino-rrojo/p,4124,461769
GALLETAS CRACKEADAS DE ARROZ GALLO SIN TACC CROCANTES Y HORNEADAS 100GR CRACKEADAS X100GR..-,GALLETAS CRACKEADAS DE ARROZ GALLO SIN TACC CROCANTES Y HORNEADAS 100GR,/Almacén/Sin Tacc/,142.0,112.5,https://www.hiperlibertad.com.ar/galletas-crackeadas-de-arroz-gallo-sin-tacc-crocantes-y-horneadas-100gr/p,1786,457667
QUESO MANFREY BLANCO GOURMET LIGHT 290G,QUESO MANFREY BLANCO GOURMET LIGHT 290G,/QUESOS Y FIAMBRES/Quesos/Quesos untables/,186.24,186.24,https://www.hiperlibertad.com.ar/queso-manfrey-blanco-gourmet-light-290g/p,73,456249
TAPA PASCUALINA VILLA DAGRI INDIVIDUAL X 230 GR,TAPA PASCUALINA VILLA DAGRI INDIVIDUAL X 230 GR,/PASTAS FRESCAS Y TAPAS/Tapas/,139.99,139.99,https://www.hiperlibertad.com.ar/tapa-pascualina-villa-dagri-individual-x-230-gr/p,118,455773
Lavandina Odex 2 Lt,Lavandina Odex 2 Lt,/Limpieza/Lavandina/Lavandina Líquida/,172.99,172.99,https://www.hiperlibertad.com.ar/lavandina-odex-2-lt/p,26,454746
ATUN DESMENUZADO LP NATURAL X 170GR,ATUN DESMENUZADO LP NATURAL X 170GR,/Almacén/Conservas/Conservas de pescado/,149.99,149.99,https://www.hiperlibertad.com.ar/atun-desmenuzado-lp-natural-x-170gr/p,7582,452845
ATUN DESMENUZADO LP EN ACEITE X 170GR,ATUN DESMENUZADO LP EN ACEITE X 170GR,/Almacén/Conservas/Conservas de pescado/,149.99,149.99,https://www.hiperlibertad.com.ar/atun-desmenuzado-lp-en-aceite-x-170gr/p,5188,452844
Pan Lactal de Salvado Con Semillas Taeq PAN LACTAL SALV CON SEMILLAS TAEQ X UN C/CPC,Pan Lactal de Salvado Con Semillas Taeq,/Almacén/Panificados/Elaboración Propia/,158.99,158.99,https://www.hiperlibertad.com.ar/pan-lactal-de-salvado-con-semillas-taeq/p,1000000,451926
Galletitas crackers Granix salvado 720 Gr GALLETA GRANIX SALV 3EN1 720G,Galletitas crackers Granix salvado 720 Gr,/Almacén/Desayuno y Merienda/Galletitas saladas/,429.49,429.49,https://www.hiperlibertad.com.ar/galletitas-crackers-granix-salvado-720-gr/p,2,451748
Turron Arcor con mani 25 Gr TURRON ARCOR MANI          X25,Turron Arcor con mani 25 Gr,/Almacén/Golosinas y Chocolates/Bocaditos/,62.99,35.0,https://www.hiperlibertad.com.ar/turron-arcor-con-mani-25-gr/p,2367,450156
Tortilla Integral Veneziana Practirica Cormillot 6 un - 165 Gr,Tortilla Integral Veneziana Practirica Cormillot 6 un - 165 Gr,/Almacén/Panificados/Pan Lactal/,106.49,106.49,https://www.hiperlibertad.com.ar/tortilla-integral-veneziana-practirica-cormillot-6-un-165-gr/p,83,446507
Azucar Rubia Ledesma Mascabo 800 Gr. AZUCAR LED RUBIO MASCABO X800G.,Azucar Rubia Ledesma Mascabo 800 Gr.,/Almacén/Desayuno y Merienda/Azucar y Edulcorantes/,289.49,289.49,https://www.hiperlibertad.com.ar/azucar-rubia-ledesma-mascabo-800-gr/p,19,445227
Harina de trigo Morixe 0000 1 Kg,Harina de trigo Morixe 0000 1 Kg,/Almacén/Harinas/Harinas Comunes y Leudantes/,143.99,143.99,https://www.hiperlibertad.com.ar/harina-de-trigo-morixe-0000-1-kg/p,173,440950
Yogur Firme Entero De Vainilla Yofrey 140Gr,Yogur Firme Entero De Vainilla Yofrey 140Gr,/Lácteos/Yogures/Firmes/,57.49,57.49,https://www.hiperlibertad.com.ar/yogur-firme-entero-de-vainilla-yofrey-140gr/p,55,436843
Leche Entera 3% La Serenisima Sachet 1L,Leche Entera 3% La Serenisima Sachet 1L,/Lácteos/Leches/Refrigeradas/,199.99,199.99,https://www.hiperlibertad.com.ar/leche-entera-3-la-serenisima-sachet-1l/p,291,436442
Rallado La Quesera X 40 Grs,Rallado La Quesera X 40 Grs,/QUESOS Y FIAMBRES/Quesos/Quesos duros/,119.99,119.99,https://www.hiperlibertad.com.ar/rallado-la-quesera-x-40-grs/p,70,426713
Fideos Ricatto Largo 500 Gr,Fideos Ricatto Largo 500 Gr,/Almacén/Pastas Secas y Salsas/Fideos Largos/,99.99,99.99,https://www.hiperlibertad.com.ar/fideos-ricatto-largo-500-gr/p,196,412562
Tortilla Clasica Veneziana Practiricas 6 un - 165 Gr,Tortilla Clasica Veneziana Practiricas 6 un - 165 Gr,/Almacén/Panificados/Pan Lactal/,106.49,106.49,https://www.hiperlibertad.com.ar/tortilla-clasica-veneziana-practiricas-6-un-165-gr/p,235,411355
"GASEOSA PEPSI BLACK PET X 2,25LTS","GASEOSA PEPSI BLACK PET X 2,25LTS",/Bebidas/GASEOSAS/COLA/,328.99,307.49,https://www.hiperlibertad.com.ar/gaseosa-pepsi-black-pet-x-2-25lts/p,831,410157
GALLETAS PEPAS MEMBRILLO 9 DE ORO X 200GR,GALLETAS PEPAS MEMBRILLO 9 DE ORO X 200GR,/Almacén/Desayuno y Merienda/Galletitas dulces/,171.49,126.9,https://www.hiperlibertad.com.ar/galletas-pepas-membrillo-9-de-oro-x-200gr/p,1595,407359
"Gaseosa Coca-Cola Sin Azúcar 2,5 Lt","Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Tan rica, que es muy difícil diferenciarla de la original.",/Bebidas/GASEOSAS/COLA/,352.99,352.99,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sin-az-car-2-5-lt/p,1241,395102
Jamon Cocido Lario Feteado X150 gr JAM.COC. LARIO FETEADO X150GRS,Jamon Cocido Lario Feteado X150 gr,/QUESOS Y FIAMBRES/Fiambres/,369.99,295.99,https://www.hiperlibertad.com.ar/jamon-cocido-lario-feteado-x150-gr/p,50,388803
Aritos de Arroz Dos Hermanos Crema Con Cebolla 80 Gr,Aritos de Arroz Dos Hermanos Sabor Crema Con Cebolla 80 Gr,/Almacén/Snacks/Mix/,129.49,89.99,https://www.hiperlibertad.com.ar/aritos-de-arroz-dos-hermanos-crema-con-cebolla-80-gr/p,1158,370740
AZUCAR LEDESMA SUPERIOR BLANCA X 1 Kg,AZUCAR LEDESMA SUPERIOR BLANCA X 1 Kg,/Almacén/Desayuno y Merienda/Azucar y Edulcorantes/,239.49,239.49,https://www.hiperlibertad.com.ar/azucar-ledesma-superior-blanca-x-1-kg/p,966,370657
Palitos de Arroz Dos Hermanos Queso 80 G,Palitos de Arroz Dos Hermanos Sabor Queso 80 Gr,/Almacén/Snacks/Mix/,129.49,89.99,https://www.hiperlibertad.com.ar/palitos-de-arroz-dos-hermanos-queso-80-g/p,16,363530
Tapa Pascualina Salteña Hojaldre x 2 un,Tapa Pascualina Salteña Hojaldre x 2 un,/PASTAS FRESCAS Y TAPAS/Tapas/,209.99,209.99,https://www.hiperlibertad.com.ar/tapa-pascualina-saltena-hojaldre-x-2-un/p,393,345646
Tapa Pascualina Salteña Light x 2 un,Tapa Pascualina Salteña Light x 2 un,/PASTAS FRESCAS Y TAPAS/Tapas/,199.99,199.99,https://www.hiperlibertad.com.ar/tapa-pascualina-saltena-light-x-2-un/p,332,345642
Fideos Tallarin Matarazzo 500 Gr,Fideos Tallarin Matarazzo 500gr,/Almacén/Pastas Secas y Salsas/Fideos Largos/,178.49,178.49,https://www.hiperlibertad.com.ar/fideos-tallarin-matarazzo-500-gr/p,10213,345338
Leche Descremada La Lacteo Up 1L,Leche Descremada La Lacteo 1L - Conservar en frío,/Lácteos/Leches/Refrigeradas/,159.99,159.99,https://www.hiperlibertad.com.ar/leche-descremada-la-lacteo-1l/p,540,341655
GALLETAS MINI?OREO BTS 50G,Galletita Oreo mini clásica 50 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,80.49,80.49,https://www.hiperlibertad.com.ar/galletita-oreo-mini-clasica-50-gr/p,1444,338857
Sifon de Soda Saldan 2 lt,Sifon de Soda Saldan 2 lt,/Bebidas/Aguas/Aguas con gas/,179.99,143.99,https://www.hiperlibertad.com.ar/sifon-de-soda-saldan-2-lt/p,531,333568
ESPONJA MORTIMER CUADRICULADA ANTIBACTERIAL X 1 U,"La esponja Cuadriculada Antibacterial de Mortimer es ideal para una limpieza profunda y delicada en la cocina. Esta esponja inhibe el crecimiento de las bacterias que producen mal olor y resiste mayor cantidad de usos. Sin fibra, no se despega. Cuenta con garantía de alta calidad.",/Limpieza/Accesorios de Limpieza/Esponjas y Guantes/,59.99,59.99,https://www.hiperlibertad.com.ar/esponja-mortimer-cuadriculada-antibacterial-x-1-u/p,736,332583
Mortadela Mini Paladini 300 Gr MORTADELA PALADINI FLIARX300GR,Mortadela Mini Paladini 300 Gr,/QUESOS Y FIAMBRES/Fiambres/,198.17,198.17,https://www.hiperlibertad.com.ar/mortadela-mini-paladini-300-gr/p,279,332084
Fideos tirabuzones Matarazzo 3 vegetales 500 Gr,Fideos tirabuzones Matarazzo 3 vegetales 500 Gr,/Almacén/Pastas Secas y Salsas/Fideos Guiseros/,220.49,169.99,https://www.hiperlibertad.com.ar/fideos-tirabuzones-matarazzo-3-vegetales-500-gr/p,376,331909
Mate cocido en saquitos La Tranquera 25 Un MATECOCIDO LA TRANQU X25UN ENS,Mate cocido en saquitos La Tranquera 25 Un,/Almacén/Desayuno y Merienda/Yerbas/,88.49,88.49,https://www.hiperlibertad.com.ar/mate-cocido-en-saquitos-la-tranquera-25-un/p,25,326331
Harina Pureza especial para pizzas 1 Kg HARINA C/LEV ESPECIAL PIZZA PUREZA X1KG,Harina Pureza especial para pizzas 1 Kg,/Almacén/Harinas/Harinas Comunes y Leudantes/,184.26,184.26,https://www.hiperlibertad.com.ar/harina-pureza-especial-para-pizzas-1-kg/p,932,324145
OBLEA OBLITA VAINILLA X50 GRS.,OBLEA OBLITA VAINILLA X50 GRS.,/Almacén/Desayuno y Merienda/Galletitas dulces/,61.99,61.99,https://www.hiperlibertad.com.ar/oblea-oblita-vainilla-x50-grs/p,536,323394
Salsa Golf Natura 250 Cc,Salsa Golf Natura 250 Cc,/Almacén/Aderezos/Salsa Golf/,109.99,109.99,https://www.hiperlibertad.com.ar/salsa-golf-natura-250-cc/p,3510,314693
Ketchup Natura 250 Gr,Ketchup Natura 250 Gr,/Almacén/Aderezos/Ketchup/,109.99,109.99,https://www.hiperlibertad.com.ar/ketchup-natura-250-gr/p,15,314690
MANZANA ROJA FRACCIONADA X 1KG,MANZANA ROJA FRACCIONADA X 1KG,/Frutas y Verduras/Frutas/Frutas sueltas/,249.0,249.0,https://www.hiperlibertad.com.ar/manzana-roja-fraccionada-x-1kg/p,750,314146
Bizcochos Don Satur neGritos 200 Gr,Bizcochos Don Satur neGritos 200 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,106.99,106.99,https://www.hiperlibertad.com.ar/bizcochos-don-satur-negritos-200-gr/p,190,306456
Bizcochos Don Satur dulces 200 Gr,Bizcochos Don Satur dulces 200 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,106.99,106.99,https://www.hiperlibertad.com.ar/bizcochos-don-satur-dulces-200-gr/p,494,306453
Mayonesa Dánica Fiesta con Aceite de Girasol DoyPack 500 CC MAYONESA DFIESTA DP X500CC,Mayonesa Dánica Fiesta DoyPack 500 CC,/Almacén/Aderezos/Mayonesas/,253.99,122.0,https://www.hiperlibertad.com.ar/mayonesa-d-nica-fiesta-con-aceite-de-girasol-doypack-500-cc/p,336,294400
Fideos Terrabusi Spaghetti 500 Gr,Fideos Terrabusi Spaghetti 500 Gr,/Almacén/Pastas Secas y Salsas/Fideos Largos/,84.27,84.27,https://www.hiperlibertad.com.ar/fideos-terrabusi-spaghetti-500-gr/p,228,294180
Alfajor Milka triple mousse blanco 55 Gr,Alfajor Milka triple mousse blanco 55 Gr,/Almacén/Golosinas y Chocolates/Alfajores/,151.49,142.49,https://www.hiperlibertad.com.ar/alfajor-milka-triple-mousse-blanco-55-gr/p,3296,283556
Pan de Hamburguesa Veneziana 4 Un - 210 Gr,Pan de Hamburguesa Veneziana 4 Un - 210 Gr,/Almacén/Panificados/Pan para hamburguesas y panchos/,104.49,104.49,https://www.hiperlibertad.com.ar/pan-de-hamburguesa-veneziana-4-un-210-gr/p,84,276206
Orégano La Parmesana 25 Gr,Orégano La Parmesana 25 Gr,"/Almacén/Sal, Pimienta y Especias/Hierbas y Especias/",73.99,50.0,https://www.hiperlibertad.com.ar/oregano-la-parmesana-25-gr/p,474,244804
Galletitas Choco C/Vainilla Rumba 336 Gr,Galletitas Choco C/Vainilla Rumba 336 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,294.99,294.99,https://www.hiperlibertad.com.ar/galletitas-choco-c-vainilla-rumba-336-gr/p,509,207033
"Gaseosa Coca-Cola Sin Azúcar 1,5 Lt","Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Tan rica, que es muy difícil diferenciarla de la original.",/Bebidas/GASEOSAS/COLA/,235.99,235.99,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sin-az-car-1-5-lt/p,930,201167
Rallado La Quesera X 100 Grs,Rallado La Quesera X 100 Grs,/QUESOS Y FIAMBRES/Quesos/Quesos duros/,239.99,239.99,https://www.hiperlibertad.com.ar/rallado-la-quesera-x-100-grs/p,77,197588
Puré de tomate Salsati 520 Gr,Puré de tomate Salsati 520 Gr,/Almacén/Conservas/Conservas de tomate/,87.9,87.9,https://www.hiperlibertad.com.ar/pure-de-tomate-salsati-520-gr/p,288,185883
Yerba Mate Compuesta Verde Flor Hierbas 500 Gr,Yerba Mate Compuesta Verde Flor Hierbas 500 Gr,/Almacén/Desayuno y Merienda/Yerbas/,349.99,349.99,https://www.hiperlibertad.com.ar/yerba-mate-compuesta-verde-flor-hierbas-500-gr/p,1734,160906
Rollo Cocina Ultra Soft Campanita 60 Paños X 3,Rollo Cocina Ult Sh 3 Un Campanita 60 Paños,/Limpieza/Papeles/Rollos de Cocina/,209.49,209.49,https://www.hiperlibertad.com.ar/rollo-cocina-ultra-soft-campanita-60-panos-x-3/p,1882,152925
Alfajor Terrabusi dulce de leche 70 g. ALFAJ.TERR.CLASICO TRIPLE X1,Alfajor Terrabusi dulce de leche 70 g.,/Almacén/Golosinas y Chocolates/Alfajores/,145.99,136.99,https://www.hiperlibertad.com.ar/alfajor-terrabusi-dulce-de-leche-70-g/p,474,122549
Papas Mc Cain Tradicionales Baston Cong 720 grs,Papas Mc Cain Tradicionales Baston Cong 720 grs,/CONGELADOS/Papas congeladas/,263.21,263.21,https://www.hiperlibertad.com.ar/papas-mc-cain-tradicionales-baston-cong-720-grs/p,27,100090
TAPA PASCUALINA LA ITALIANA HOJALDRE X 2 U,TAPA PASCUALINA LA ITALIANA HOJALDRE X 2 U,/PASTAS FRESCAS Y TAPAS/Tapas/,169.99,169.99,https://www.hiperlibertad.com.ar/tapa-pascualina-italiana-hojaldre-2-u/p,53,81544
"Gaseosa Coca-Cola Sabor Original 1,5 Lt","Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Deliciosa y refrescante.",/Bebidas/GASEOSAS/COLA/,235.99,235.99,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sabor-original-1-5-lt/p,1503,73311
"Gaseosa Pomelo Paso de los Toros 2,25 lt","Gaseosa Pomelo Paso de los Toros 2,25 lt",/Bebidas/GASEOSAS/POMELO/,226.49,149.39,https://www.hiperlibertad.com.ar/gaseosa-pomelo-paso-de-los-toros-2-25-lt/p,368,73092
Cerveza Heineken Lata 473 Ml,Cerveza Heineken Lata 473 Ml,/Bebidas/CERVEZAS/RUBIA/,295.99,177.59,https://www.hiperlibertad.com.ar/cerveza-heineken-lata-473-ml/p,1478,36311
ACEITE COCINERO MEZCLA X 1.5LT,ACEITE COCINERO MEZCLA X 1.5LT,/Almacén/Aceites y Vinagres/Aceites Mezcla/,288.17,288.17,https://www.hiperlibertad.com.ar/aceite-cocinero-mezcla-x-1-5lt/p,178,19848
ATUN BAHIA NATURAL X 170GR ATUN DESM. BAHIA NATURAL X170GR,ATUN BAHIA NATURAL X 170GR,/Almacén/Conservas/Conservas de pescado/,299.99,299.99,https://www.hiperlibertad.com.ar/atun-bahia-natural-x-170gr/p,717,19041
Picadillo De Carne Clásico Swift X 90 Gr,Picadillo De Carne Clasico Swift X 90 Gr,/Almacén/Conservas/Conservas de carnes/,111.99,77.99,https://www.hiperlibertad.com.ar/picadillo-de-carne-clasico-swift-x-90-gr/p,11752,18025
TOMATES PERITAS PELADOS ARCOR X 400GR,TOMATES PERITAS PELADOS ARCOR X 400GR,/Almacén/Conservas/Conservas de tomate/,114.99,114.99,https://www.hiperlibertad.com.ar/tomates-peritas-pelados-arcor-x-400gr/p,757,14023
PURE TOMATE MOLTO       X520GR PURE TOMATE MOLTO X520GR.,Puré de tomate Molto 520 Gr <BR> <BR>,/Almacén/Conservas/Conservas de tomate/,136.99,136.99,https://www.hiperlibertad.com.ar/pure-de-tomate-molto-520-gr/p,656,13003
Gaseosa Coca-Cola Sin Azúcar 310 Ml,"Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Tan rica, que es muy difícil diferenciarla de la original.",/Bebidas/GASEOSAS/COLA/,109.99,109.99,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sin-az-car-310-ml/p,643,342
ACEITE GIRASOL LEGITIMO X900ML,ACEITE GIRASOL LEGITIMO X900ML,/Almacén/Aceites y Vinagres/Aceites de Girasol/,190.27,190.27,https://www.hiperlibertad.com.ar/aceite-de-girasol-legitimo-x-900-ml/p,861,491217
JAB LUX BOT JAZ CREM  3 X125G,JAB LUX BOT JAZ CREM  3 X125G,/Perfumería/Cuidado Personal/Jabones/,412.99,412.99,https://www.hiperlibertad.com.ar/jab-n-de-tocador-en-barra-lux-jazm-n-cremoso-3-x-125-gr-multipack/p,330,490678
JABON LIQUIDO ARIEL MAXIMA LIMPIEZA X 3 Lts,"""Descubrí el mejor jabón líquido Ariel Máxima Limpieza con limpieza Mejorada* (*vs versión anterior Ariel Expert). - Lavar tu ropa blanca y de color ahora es más sencillo porque con este jabón líquido para ropa podés experimentar hacerlo con agua fría y con una mejor remoción de manchas difíciles. Además, esta versión del jabón líquido Ariel es de fácil disolución: para una carga regular y una suciedad ligera solo necesitarás 100 ml; mientras que si tu carga es pesada y tus prendas están más sucias, necesitarás solo 130 ml."" - Tu ropa impecable desde el primer lavado - Remueve manchas difíciles - Fácil disolución, carga regular- Sucio ligero: 100 ml. Carga pesada/muy sucia: 130 ml. - Ropa blanca y de color. - Limpieza mejorada *vs versión anterior Ariel Expert. - Manténgase fuera del alcance de los niños, en caso de intoxicación consulte al médico y aporte esta etiqueta, mantenga el producto en un lugar fresco y seco, en caso de contacto con los ojos, lave inmediatamente con abundante agua, enjuague y seque las manos después de usar este producto, en caso de presentarse irritación use guantes y consulte a su médico, en caso de ingestión accidental, beba abundante agua, no provoque el vómito y consulte inmediatamente al centro de intoxicaciones o al médico llevando el envase o rótulo del producto. - Abra: corte el empaque por la esquina indicada y trasvase el contenido total a la botella de ariel, mida: para carga regular o sucio moderado: 100 ml, para carga pesada o muy sucia 130 ml, pre-trate: aplique un poco de producto directamente sobre las manchas y frote, lave: agregue el resto del producto al lavar.",/Limpieza/Cuidado de la Ropa/Jabón Líquido/,1777.49,905.0,https://www.hiperlibertad.com.ar/jabon-liquido-ariel-maxima-limpieza-x-3-lts/p,454,489420
DETERGENTE LAVAVAJILLAS MAGISTRAL LIMON MULTIUSO POWER X 500 Ml,"Probá el detergente líquido Magistral Limón Multiuso Power. Su fórmula tiene un maravilloso poder que desengrasa platos, limpia las superficies de tu cocina, hornillas, microondas y más. Magistral es más concentrado y Rinde X5 con solo unas gotas * (*Vs. otro detergente). Maravillate con su fórmula que es súper espesa, genera más espuma y tiene un delicioso aroma a limón. - x5 Poder Antigrasa. - Más concentración, rinde mucho más. - Desengrasa platos y más (superficies de cocida, microondas, hornillas, nevera, llantas...). - Fórmula súper espesa. - Aroma a Limón, más espuma. - Para platos y sartenes aplique 2ml directamente en la esponja. - Para hornallas, superficies de cocina, hornos, microondas aplique solo unas gotas de magistral directamente en la esponja. - Mantenga fuera del alcance de los niños y animales domésticos. Mantenga el producto en un lugar fresco y seco. Atención! no mezclar con lavandina. es peligroso para la salud. en caso de contacto con los ojos, lave inmediatamente con abundante agua, enjuague y seque las manos después de usar este producto, en caso de presentarse irritación use guantes y consulte a un médico, en caso de ingestión accidental beba abundante agua, en caso de ingestión no provoque el vómito y consulte inmediatamente al centro de intoxicaciones o al médico llevando el envase o rótulo del producto.",/Limpieza/Limpieza de Cocina/Detergentes/,430.49,242.99,https://www.hiperlibertad.com.ar/detergente-lavavajillas-magistral-limon-multiuso-power-x-500-ml/p,3094,488564
TAL REXONA EFFICIEN FRE X200G,TAL REXONA EFFICIEN FRE X200G,/Perfumería/Cuidado Personal/Talcos/,401.99,369.49,https://www.hiperlibertad.com.ar/desodorante-rexona-efficient-fresh-en-talco-x-200-gr/p,3520,487631
QUESO CREMA CASANCREM POTE ENTERO 480 Gr,QUESO CREMA CASANCREM POTE ENTERO 480 Gr,/QUESOS Y FIAMBRES/Quesos/Quesos untables/,953.99,558.4,https://www.hiperlibertad.com.ar/queso-crema-casancrem-pote-entero-480-gr/p,77,486815
JABON LIQUIDO SKIP PARA DILUIR BIO ENZIMAS X 500 Ml,JABON LIQUIDO SKIP PARA DILUIR BIO ENZIMAS X 500 Ml,/Limpieza/Cuidado de la Ropa/Jabón Líquido/,1101.99,699.0,https://www.hiperlibertad.com.ar/jabon-liquido-skip-para-diluir-bio-enzimas-x-500-ml/p,1059,486271
JABON DE TOCADOR SUAVE BLANCO CREMOSO X 90 Gr,JABON DE TOCADOR SUAVE BLANCO CREMOSO X 90 Gr,/Perfumería/Cuidado Personal/Jabones/,69.99,69.99,https://www.hiperlibertad.com.ar/jabon-de-tocador-suave-blanco-cremoso-x-90-gr/p,162,486232
YERBA NOBLEZA GAUCHA SUAVE X 500 Gr,YERBA NOBLEZA GAUCHA SUAVE X 500 Gr,/Almacén/Desayuno y Merienda/Yerbas/,259.28,259.28,https://www.hiperlibertad.com.ar/yerba-nobleza-gaucha-suave-x-500-gr/p,116,486231
GALLETAS TERRABUSI ANILLOS X 300 Gr,GALLETAS TERRABUSI ANILLOS X 300 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,226.99,209.49,https://www.hiperlibertad.com.ar/galletas-terrabusi-anillos-x-300-gr/p,1897,486020
PAPEL HIGIENICO HIGIENOL MAX SIMPLE HOJA 4 X 80 Mts,PAPEL HIGIENICO HIGIENOL MAX SIMPLE HOJA 4 X 80 Mts,/Limpieza/Papeles/Papel Higiénico/,645.49,645.49,https://www.hiperlibertad.com.ar/papel-higienico-higienol-max-simple-hoja-4-x-80-mts/p,2094,485893
LIMPIADOR EN CREMA CIF BIO ACTIVE ORIGINAL X 25O Ml,LIMPIADOR EN CREMA CIF BIO ACTIVE ORIGINAL X 25O Ml,/Limpieza/Limpieza de Cocina/Limpiadores/,158.99,158.99,https://www.hiperlibertad.com.ar/limpiador-en-crema-cif-bio-active-original-x-25o-ml/p,124,485885
DETERGENTE LAVAVAJILLA CIF BIOACTIVE LIMON X 500 Ml,DETERGENTE LAVAVAJILLA CIF BIOACTIVE LIMON X 500 Ml,/Limpieza/Limpieza de Cocina/Detergentes/,298.99,196.99,https://www.hiperlibertad.com.ar/detergente-lavavajilla-cif-bioactive-limon-x-500-ml/p,167,485878
DETERGENTE LAVAVAJILLAS CIF BIO ACTIVE LIMON X 450 Ml,DETERGENTE LAVAVAJILLAS CIF BIO ACTIVE LIMON X 450 Ml,/Limpieza/Limpieza de Cocina/Detergentes/,228.99,228.99,https://www.hiperlibertad.com.ar/detergente-lavavajillas-cif-bio-active-limon-x-450-ml/p,570,485798
DETERGENTE LAVAVAJILLA CIF BIOACTIVE LIMA X 500 Ml,DETERGENTE LAVAVAJILLA CIF BIOACTIVE LIMA X 500 Ml,/Limpieza/Limpieza de Cocina/Detergentes/,298.99,196.99,https://www.hiperlibertad.com.ar/detergente-lavavajilla-cif-bioactive-lima-x-500-ml/p,2302,485795
DETERGENTE LAVAVAJILLA CIF BIOACTIVE CITRUS X 500 Ml,DETERGENTE LAVAVAJILLA CIF BIOACTIVE CITRUS X 500 Ml,/Limpieza/Limpieza de Cocina/Detergentes/,295.4,295.4,https://www.hiperlibertad.com.ar/detergente-lavavajilla-cif-bioactive-citrus-x-500-ml/p,1568,485794
